review_date,review_title,review_text,review_star,review_helpful,page,Sentiment,Product_defect_suggestion,Theme
"Reviewed in the United States on February 8, 2022","







  
  
    Tv
  
","









  
  
    
  Tv

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",2,neutral,no,none
"Reviewed in the United States on April 26, 2022","







  
  
    Nope!
  
","









  
  
    
  I downloaded this but have been unable to view it on my Smart TV properly.  I have no problems with Netflix or Amazon Prime.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",2,negative,yes,unable to set up
"Reviewed in the United States on November 7, 2021","







  
  
    Tv
  
","









  
  
    
  Iiked it

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",2,positive,no,none
"Reviewed in the United States on March 18, 2022","







  
  
    I only really downloaded it but feared it may cost money so removed it
  
","









  
  
    
  I really didn't use it for fear it would end up costing me more money in the long run so I uninstalled it

  
",3.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",2,neutral,no,none
"Reviewed in the United States on April 27, 2022","







  
  
    Lots of shows and weekly shows to watch.
  
","









  
  
    
  I've found enough to watch on this to more than justify the small price I'm paying... Glad I got it.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",2,positive,no,Selection
"Reviewed in the United States on March 17, 2022","







  
  
    Downloaded for nothing
  
","









  
  
    
  That's great that there exists an app for Peacock. Unless you pay for it, you'll have to delete it

  
",1.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",2,negative,no,had to pay
"Reviewed in the United States on December 8, 2021","







  
  
    Hours of entertainment!
  
","









  
  
    
  Watched tv and videos.  This network is amazing.  Hours of enjoyment!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,positive,no,Selection
"Reviewed in the United States on January 5, 2022","







  
  
    Peacock
  
","









  
  
    
  Won't pay for Peacock when I can see all the same shows for less through Netflix or Hulu.

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,negative,no,had to pay
"Reviewed in the United States on September 30, 2021","







  
  
    Ok app
  
","









  
  
    
  Not bad for the price

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,neutral,no,none
"Reviewed in the United States on March 10, 2022","







  
    Recomendado
  
  
","









  
    
  Todo bien

  
  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,neutral,no,none
"Reviewed in the United States on November 16, 2021","







  
  
    Best around
  
","









  
  
    
  Thinking about cancelling our provider we pay for because Peacock is providing everything we need.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,positive,no,none
"Reviewed in the United States on March 12, 2022","







  
  
    Why is this not free, there are plenty of ads at the base level anyways.
  
","









  
  
    
  Just make it free already!

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,negative,no,had to pay
"Reviewed in the United States on December 12, 2021","







  
  
    Love it!
  
","









  
  
    
  I truly enjoy this! Happy with my choice!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,positive,no,none
"Reviewed in the United States on September 27, 2021","







  
  
    Blurry streaming!! Poor quality picture!
  
","









  
  
    
  The streaming of the Sunday night football is blurry & poor quality picture!

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,negative,no,buffering/ image quality
"Reviewed in the United States on March 2, 2022","







  
  
    never works
  
","









  
  
    
  stopped paying the subscription because couldnt get it to open on my devices

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,negative,no,unable to play
"Reviewed in the United States on December 21, 2021","







  
  
    Has all shows you could want to watch
  
","









  
  
    
  Very easy to use, just turn it on

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",24,positive,no,Selection/ use
"Reviewed in the United States on October 18, 2021","







  
  
    Not happy
  
","









  
  
    
  No. Shouldn't haveta upgrade to watch a tv show.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,negative,no,had to pay
"Reviewed in the United States on October 18, 2021","







  
  
    Love it
  
","









  
  
    
  👍 great

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,positive,no,none
"Reviewed in the United States on July 28, 2021","







  
  
    I would recommend for wwe fans
  
","









  
  
    
  Easy to use at times depending on your connection.  As far as content good value for your money.

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,positive,no,Selection
"Reviewed in the United States on March 11, 2022","







  
  
    Enjoying It...
  
","









  
  
    
  Very Good Shows To Watch...

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,positive,no,Selection
"Reviewed in the United States on March 3, 2022","







  
  
    It’s alright
  
","









  
  
    
  My husband just enjoy watching old wwf/wwe episodes but the steaming it’s quite slow

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,neutral,no,Selection
"Reviewed in the United States on March 6, 2022","







  
  
    Wtf
  
","









  
  
    
  Be great if it ever loaded

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,negative,yes,Buffering
"Reviewed in the United States on July 29, 2021","







  
  
    Log in problem
  
","









  
  
    
  Have to log back in every time you open the app

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,negative,yes,log in
"Reviewed in the United States on December 10, 2021","







  
  
    Great xtra with Xfinity Cable
  
","









  
  
    
  Screening quality is great

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,positive,no,none
"Reviewed in the United States on August 1, 2021","







  
  
    GREAT APP!!
  
","









  
  
    
  Easy to download, easy to navigate, GREAT content!Highly recommend!A++

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,positive,no,easy
"Reviewed in the United States on November 13, 2021","







  
  
    Not recommended!!!
  
","









  
  
    
  Waste of money!

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",45,negative,no,none
"Reviewed in the United States on October 7, 2021","







  
  
    Disappointed
  
","









  
  
    
  It's extremely slow

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,negative,yes,slow
"Reviewed in the United States on December 19, 2021","







  
  
    Okay
  
","









  
  
    
  Basic Tv

  
",3.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,neutral,no,none
"Reviewed in the United States on October 1, 2021","







  
  
    Poor navigation, not user friendly, extremely limited viewing options
  
","









  
  
    
  Purchased to watch Olympics. Difficult to navigate and find what you want to watch. Live TV was not an option, even though it was supposed to be with the purchased app. Wouldn't recommend.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,negative,yes,app navigation
"Reviewed in the United States on October 16, 2021","







  
  
    Easy to use. Great shows available
  
","









  
  
    
  Easy to use. Great selection

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,positive,no,easy
"Reviewed in the United States on November 2, 2021","







  
  
    Amazing
  
","









  
  
    
  I really like this app. Peacock  it has great variety of movies and streams just about anywhere. I live deep in mountains. And can still get a movie when WiFi is at it lowest

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,positive,no,Selection
"Reviewed in the United States on March 14, 2022","







  
  
    junk
  
","









  
  
    
  junk

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,negative,no,none
"Reviewed in the United States on February 21, 2022","







  
  
    Good
  
","









  
  
    
  Good

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,positive,no,none
"Reviewed in the United States on September 25, 2021","







  
  
    All Glitter, No Value
  
","









  
  
    
  The channels don't run well. Searching for shows and movies is a problem. On the firestick it runs like a one legged dog in a marathon. Horrible...

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,negative,yes,app navigation
"Reviewed in the United States on August 29, 2021","







  
  
    A great variety of movies and TV shows.
  
","









  
  
    
  I really enjoy all the different movies for all ages. Kid and family friendly as well as movies for older teens.

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",13,positive,no,Selection
"Reviewed in the United States on October 6, 2021","







  
  
    Love 💘
  
","









  
  
    
  Very good

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",13,positive,no,none
"Reviewed in the United States on August 26, 2021","







  
  
    Love it!!!
  
","









  
  
    
  So many great shows lots of variety

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,positive,no,Selection
"Reviewed in the United States on September 9, 2021","







  
  
    Love itLove it and watch alot of it
  
","









  
  
    
  I'm watching lots of T V

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,positive,no,none
"Reviewed in the United States on September 13, 2021","







  
  
    I did not purchase peacock tv
  
","









  
  
    
  I did not purchase peacock tv

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,neutral,no,none
"Reviewed in the United States on November 23, 2021","







  
  
    Good shows
  
","









  
  
    
  Good shows. Good variety

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,positive,no,Selection
"Reviewed in the United States on September 28, 2021","







  
  
    Great Free TV
  
","









  
  
    
  I love Peacock. It's free and has movies, series and also live TV. I'm so glad for them.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,positive,no,Selection and free
"Reviewed in the United States on October 21, 2021","







  
  
    Needs more Content
  
","









  
  
    
  Had Better

  
",3.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,neutral,no,Selection
"Reviewed in the United States on October 10, 2021","







  
  
    Needs more recent and old movies
  
","









  
  
    
  Love the app but needs more dated movies for adults more movie options needed. Also for the children need more recent kids movies and cartoons.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,negative,no,Selection
"Reviewed in the United States on January 13, 2022","







  
  
    I thought NBC was a major company...
  
","









  
  
    
  Was forced to switch to Peacock when they absorbed the WWE Network.  Yes, my monthly bill went down, but so did the overall quality of the service.  Yes I had more content, but I could search for a 'featured' program (it was literally one of the slides on their front page) and it wouldn't show it as existing.  They don't have a live pause button, that's a common feature of many streaming services and your local cable provider.  The quality (picture/sound) has gone downhill drastically.  The feed often becomes grainy during live events.  Yes, I know that there are MANY things that could contribute to this but it seems to happen every event I watch since Peacock took over as the platform.  The overall user interface feels like a grad student in web design made it for a school project.  I've considered buying a VPN just to use the WWE Network in England.  The extra cost might be worth the alleviation of the suffering Peacock causes me every time I try and use it.

  
",1.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",15,negative,yes,"buffering, search programs, option to pause livestream"
"Reviewed in the United States on February 17, 2022","







  
  
    Lkve watching Yellowstone ❤️
  
","









  
  
    
  That I finshed all seasons 4

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",15,positive,no,Selection
"Reviewed in the United States on August 20, 2021","







  
  
    didn't desire to sign in.
  
","









  
  
    
  I guess I'll never know if this is useful or not, it requires you to sign up.  If it is free, I do not see a good reason to do that, except to enable them to use your data to start spamming you, or to sell it to other entities who will use it for spammy purposes, and yes, I consider targeted ads as spam.

  
",1.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",15,negative,no,Sign up data concerns
"Reviewed in the United States on January 14, 2022","







  
  
    Do not use via Amazon
  
","









  
  
    
  Please save yourself the headache and download from peacock.com. you cannot stream on any other device because you have no log in information.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,negative,yes,Amazon Peacock integration
"Reviewed in the United States on November 27, 2021","







  
  
    Unnecessary.
  
","









  
  
    
  There is no reason for this service to clutter your homepage.  If every network continues to make a paid app to view thier shows it will only drive more and more people to piracy and independent creators.You already made Hulu, just upload to that!

  
",1.0 out of 5 stars,"
  20 people found this helpful
      
          Helpful
      
  ",58,negative,yes,Decentralized content
"Reviewed in the United States on October 24, 2021","







  
  
    I am so glad I got this I am binge watching the 'Chicago series'... love it
  
","









  
  
    
  I haven't had any issues

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,neutral,no,Selection
"Reviewed in the United States on September 12, 2021","







  
  
    Fun shows
  
","









  
  
    
  Only one add during movies that a + in my books

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,positive,no,none
"Reviewed in the United States on November 10, 2021","







  
  
    Did not want to pay extra money to watch regular TV shows
  
","









  
  
    
  One free episode then you have to pay for everything else very deceptiveIn my opinion

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,negative,no,had to pay
"Reviewed in the United States on January 4, 2022","







  
  
    It's all good
  
","









  
  
    
  It's all good

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,positive,no,none
"Reviewed in the United States on August 15, 2021","







  
  
    Love the programming
  
","









  
  
    
  It works fine

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,neutral,no,Selection
"Reviewed in the United States on March 16, 2022","







  
  
    I Thought that it was free but it’s not no I cannot pay for it
  
","









  
  
    
  No because I not Able to pay for it

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,negative,no,had to pay
"Reviewed in the United States on March 3, 2022","







  
  
    I'm paying for it but the show I want to watch won't play.
  
","









  
  
    
  Can't watch the show I want to watch. Going to unsubscribe.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,negative,yes,Show doesnt play
"Reviewed in the United States on August 3, 2021","







  
  
    Great Movies  and shows !
  
","









  
  
    
  Haven't  purchased,  what it comes FREE,  is an absolute pleasure  ! It's  now what I  watch, even  though  I've  got  HBOMAX  and DISNEY  !

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",58,neutral,no,too expensive
"Reviewed in the United States on December 13, 2021","







  
  
    Love it.
  
","









  
  
    
  Love it.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,positive,no,none
"Reviewed in the United States on October 12, 2021","







  
  
    Don’t Get
  
","









  
  
    
  To be completely honest with you you get the first two seasons of any episode three and the rest you have to pay for is something that they don’t tell you which I wish they would have before I download it

  
",1.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",60,negative,no,too expensive
"Reviewed in the United States on March 5, 2022","







  
  
    Great
  
","









  
  
    
  Like to watch showes on there

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,positive,no,good selection
"Reviewed in the United States on August 9, 2021","







  
  
    I wanted to watch yellowstone
  
","









  
  
    
  I wanted to watch yellowstone

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,neutral,no,none
"Reviewed in the United States on March 17, 2022","







  
  
    Tortured login process
  
","









  
  
    
  I own it, but so what? - able to watch on one device, not on another without requiring Amazon password! Are you kidding?

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,negative,no,app doesn't work
"Reviewed in the United States on December 12, 2021","







  
  
    Install app and enjoy
  
","









  
  
    
  Perfect

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,positive,no,none
"Reviewed in the United States on January 13, 2022","







  
  
    Can’t live without Peacock
  
","









  
  
    
  Can’t live without Peacock. I use this app every day

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,positive,no,none
"Reviewed in the United States on September 7, 2021","







  
  
    I think I was taken for a ride?
  
","









  
  
    
  Add,  and online info. says it's free and offers a wide variety. But...I got it mainly so I could enjoy ""YELLOWSTONE"" . You get in there, sign-up, download the app, then find out,,,Oh sorry that's gonna cost you extra!?!  $4.99 for ""Premium"" plan. Just for one program. And there's only three seasons! So disappointed. I feel a bit used. Someday I'll get used to that. But I'm an old lady & shouldn't have to. What a world...

  
",2.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",60,negative,no,deceiving marketing
"Reviewed in the United States on October 7, 2021","







  
  
    Quality
  
","









  
  
    
  A couple of disappointments but over all very good.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,neutral,no,none
"Reviewed in the United States on October 3, 2021","







  
  
    Sad
  
","









  
  
    
  I signed up for premium just for the New Punky Brewster and then they didn't renew it for a new season so I canceled my subscription.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",60,neutral,no,none
"Reviewed in the United States on January 4, 2022","







  
  
    Too many commercials
  
","









  
  
    
  Too. Many commercials

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,negative,no,lots of commercials
"Reviewed in the United States on January 17, 2022","







  
  
    The only good thing is old movie and price
  
","









  
  
    
  I don't know if it's the old movies or the app and only getting old TV shows I don't have to watch something I saw 10 years ago, only thing I like is wwwe

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,negative,no,poor content
"Reviewed in the United States on December 13, 2021","







  
  
    Unsatisfied
  
","









  
  
    
  Paying for a subscription and was not able to view movies

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,negative,no,app doesn't work
"Reviewed in the United States on March 2, 2022","







  
  
    ok
  
","









  
  
    
  Its ok

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,neutral,no,none
"Reviewed in the United States on October 23, 2021","







  
  
    Peacock?
  
","









  
  
    
  I only signed up to see the new Halloween but I actually love the service now! I will be keeping my subscription.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,positive,no,none
"Reviewed in the United States on September 3, 2021","







  
  
    Cancel peacock
  
","









  
  
    
  Never could open it. Plain and simple

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,negative,no,app doesn't work
"Reviewed in the United States on July 29, 2021","







  
  
    You have to purchase
  
","









  
  
    
  Was not aware had to purchase

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,neutral,no,none
"Reviewed in the United States on February 13, 2022","







  
  
    Tv
  
","









  
  
    
  Love it’s free champ

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,positive,no,none
"Reviewed in the United States on October 2, 2021","







  
  
    Very slow
  
","









  
  
    
  It slow in responding.

  
",5.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",33,negative,no,app doesn't work
"Reviewed in the United States on October 23, 2021","







  
  
    Too much old old stuff
  
","









  
  
    
  Choice of shows are nothing special. You can get the just about anywhere. To get anything better you have to step up and pay.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",33,neutral,no,none
"Reviewed in the United States on January 19, 2022","







  
  
    PEACOCK
  
","









  
  
    
  Awesome

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,none
"Reviewed in the United States on November 20, 2021","







  
  
    As advertised
  
","









  
  
    
  As advertised

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,neutral,no,none
"Reviewed in the United States on January 13, 2022","







  
  
    Won't load anything
  
","









  
  
    
  Won't load any of my shows. It loads for a good minute then brings me back to the original screen. Wifi is fine. I've unplugged my TV a couple of times. The app is just crap.

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,negative,no,app doesn't work
"Reviewed in the United States on December 8, 2021","







  
  
    Dislike that with some movies.. they let you watch an episode.. then make you pay to watch more.
  
","









  
  
    
  👍

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,neutral,no,none
"Reviewed in the United States on September 4, 2021","







  
    No funciona en Costa Rica
  
  
","









  
    
  No funciona en Costa Rica

  
  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,negative,no,none
"Reviewed in the United States on October 3, 2021","







  
  
    TV convenience
  
","









  
  
    
  I love being able to watch things I've missed on network TV through Peacock. I've also been able to watch many other programs and appreciate the free download.

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",25,positive,no,good selection
"Reviewed in the United States on November 23, 2021","







  
  
    TOO many self promoting granger
  
","









  
  
    
  More options for the viewer to decide on Peacock

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,good selection
"Reviewed in the United States on September 24, 2021","







  
  
    More variety
  
","









  
  
    
  Peacock is a great streaming platform. Lots of variety and the reception is superb. Excellent purchase for the money. Very reasonable price for what it offers.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,good selection
"Reviewed in the United States on August 30, 2021","







  
  
    Good app
  
","









  
  
    
  I watch WWE shows every night . Helps me get tired. Thanks!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,none
"Reviewed in the United States on March 9, 2022","







  
  
    Love it
  
","









  
  
    
  Love this streaming app.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,none
"Reviewed in the United States on December 12, 2021","







  
  
    It's a good option for free TV
  
","









  
  
    
  Peacock does offer many great options for selecting different shows, movies, etc.

  
",4.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection
"Reviewed in the United States on February 4, 2022","







  
  
    Paid but not working.
  
","









  
  
    
  I paid for subscription so I could watch Olympic opening ceremony but access was not granted. Feel ripped off..

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,deceiving marketing
"Reviewed in the United States on July 25, 2021","







  
  
    NOT A GOOD APP AT ALL
  
","









  
  
    
  Not enough of a selection of cable tv channels.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,poor content
"Reviewed in the United States on January 27, 2022","







  
  
    Not really interesting content 🖕
  
","









  
  
    
  It sucks and is just NBCDon't bother me if you already can get it

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,none
"Reviewed in the United States on January 20, 2022","







  
  
    Too Much Info Required
  
","









  
  
    
  This streaming service, although I opted for the free version, required way too much personal information to sign up. Most free streaming services ask for little or no information. I removed the app right after I installed it!

  
",1.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",50,negative,no,bad user experience
"Reviewed in the United States on December 11, 2021","







  
  
    Love it!
  
","









  
  
    
  I thought “oh another streaming App”—-but it has a lot more than the bigger App companies-I love it!

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection
"Reviewed in the United States on February 16, 2022","







  
  
    It's got great shows
  
","









  
  
    
  I'm enjoying it more than Netflix or Hulu. It seems to have a bit of everything plus true crime which I love and they add so often I still have a huge watchlist lol. Picture quality satisfied me but I did watch a move from the early 2000s and it had a few video issues but over all its my new go to.

  
",5.0 out of 5 stars,"
  10 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection
"Reviewed in the United States on July 29, 2021","







  
  
    Great App
  
","









  
  
    
  I love it! I don't have cable and I can access alot of my favorite shows! Dateline was a plus!!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,positive,no,good selection
"Reviewed in the United States on September 6, 2021","







  
  
    All videos arent free
  
","









  
  
    
  I wish it was all free. Couldn't watch all olympic events without buying a high subscription. 🤬

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,neutral,no,none
"Reviewed in the United States on August 1, 2021","







  
  
    Great!
  
","









  
  
    
  Love the app!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,positive,no,good user interface
"Reviewed in the United States on March 19, 2022","







  
  
    gr8
  
","









  
  
    
  thank you

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none
"Reviewed in the United States on December 19, 2021","







  
  
    Worth it
  
","









  
  
    
  Very Good

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,none
"Reviewed in the United States on August 30, 2021","







  
  
    Peacock
  
","









  
  
    
  I love this app.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,none
"Reviewed in the United States on December 8, 2021","







  
  
    Great TV
  
","









  
  
    
  We love the range of shows!  And Yellowstone's the best series we've seen in a while

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,good selection
"Reviewed in the United States on August 31, 2021","







  
  
    Excellent content for cheap.
  
","









  
  
    
  The easy accessibility and the wrestling I love sealed the deal for me. It’s free with xfinity.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,good selection
"Reviewed in the United States on August 24, 2021","







  
  
    Mediocre streaming app
  
","









  
  
    
  The selection of movies is good for me but the app has problems. First there are the ads which I should not have to see if I’m paying for the service. The app is slow while navigating and starting playback. The resolution of sports highlights begins in low res, I mean fuzzy, and it takes a minute or more to resolve to hi res. Pretty disappointing.

  
",3.0 out of 5 stars,"
  9 people found this helpful
      
          Helpful
      
  ",35,neutral,no,lots of commercials
"Reviewed in the United States on August 4, 2021","







  
  
    False advertisment.
  
","









  
  
    
  Peacock states it's free but, when I started to watch Dr. Death when I got to the 4th episode it said' To continue I would have to pay for their premium price.

  
",1.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",35,neutral,no,none
"Reviewed in the United States on October 5, 2021","







  
  
    Good selection of shows.
  
","









  
  
    
  Takes a little while to load.Good selection of shows.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,good selection
"Reviewed in the United States on February 4, 2022","







  
  
    For free is ok
  
","









  
  
    
  Entertainment

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none
"Reviewed in the United States on February 11, 2022","







  
  
    Good deal
  
","









  
  
    
  Yellow stone is on it

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none
"Reviewed in the United States on July 26, 2021","







  
  
    Website is not user friendly
  
","









  
  
    
  Cannot get verify email, cannot get app on tv, activate information does not work

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,app doesn't work
"Reviewed in the United States on October 4, 2021","







  
  
    Works great!
  
","









  
  
    
  Works great!

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",52,positive,no,none
"Reviewed in the United States on February 6, 2022","







  
  
    Awesome app
  
","









  
  
    
  Out of all of our Apps...this is my favorite

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,none
"Reviewed in the United States on February 25, 2022","







  
  
    Any show I’m interested in is only on peacock plus
  
","









  
  
    
  The Olympics were very disappointing. Everything was on peacock plus

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,bad user experience
"Reviewed in the United States on December 5, 2021","







  
  
    I have little use for Peacock.
  
","









  
  
    
  I had little time to use Peacock.

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,neutral,no,none
"Reviewed in the United States on August 30, 2021","







  
  
    No me gusta
  
","









  
  
    
  Bad 😊

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,none
"Reviewed in the United States on August 13, 2021","







  
  
    Bonus
  
","









  
  
    
  Easy to navigate, plus it’s got the G. Lopez show and Bernie Mac show. Hilarious

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface
"Reviewed in the United States on October 7, 2021","







  
  
    love it!
  
","









  
  
    
  great streaming service

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface
"Reviewed in the United States on August 3, 2021","







  
  
    Good value
  
","









  
  
    
  Easy to use

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface
"Reviewed in the United States on November 16, 2021","







  
  
    Only helpful if you want yesterdays news.
  
","









  
  
    
  Not helpful

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,none
"Reviewed in the United States on November 4, 2021","







  
  
    Kevin Hart
  
","









  
  
    
  A lot of Kevin Harts material / shows are on this so if you’re a fan this is a must !

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection
"Reviewed in the United States on February 17, 2022","







  
  
    Lots of good things to watch
  
","









  
  
    
  Free download easy to use lots of great things to watch on PeacockTV

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection
